"category","headline","authors","link","short_description","date"
"DIVORCE","Kobe Bryant: Reconciling With Vanessa?","","https://www.huffingtonpost.com/entry/kobe-bryant-reconciling_us_5b9b55d0e4b03a1dcc76b8c7","Check out the photos below and weigh in: Will Kobe and Vanessa kiss and make up? Their divorce documents (via TMZ) indicate","2012-02-15"
"STYLE & BEAUTY","New York Fashion Week 2012, Band Of Outsiders: From Our Network","","https://www.huffingtonpost.comhttp://becauseimaddicted.net/2012/02/band-of-outsiders-rtw-fall-2012.html","From Because I'm Addicted: See the latest collection from Band of Outsiders. Photo: Getty Read more on because im addicted","2012-02-15"
"PARENTING","The Moms Who Do It All","Denise Albert, Contributor\nCo-founder, The Moms","https://www.huffingtonpost.com/entry/the-moms-who-do-it-all_us_5b9b55cee4b03a1dcc76b8a6","While I worked as hard as I always had, I was able to find the balance I needed to work the way I wanted to work and be a mom the way I wanted to be a mom. It worked so well I didn't want it to end.","2012-02-15"
"STYLE & BEAUTY","Garance Dore's 'Pardon My French' Adorably Chronicles Photographer's Fashion Week","Sarah Leon","https://www.huffingtonpost.com/entry/garance-dore-pardon-my-french_us_5b9b55cee4b03a1dcc76b8ab","It's official: Garance Doré is the nicest person in fashion. Who doesn't absolutely love the French style photographer? In","2012-02-15"
"WELLNESS","Beyond the Plate: Nourishment vs. Nutrition","Jill Grunewald, Contributor\nHolistic Nutrition Coach and Health Writer","https://www.huffingtonpost.com/entry/nutrition-health_us_5b9b55d6e4b03a1dcc76b8e4","For many of us, nutrition can be a confusing matter. It has become a topic of bewilderment, inciting dizzying searches for the ideal way to eat. What's missing from this well-meant advice is the distinction between nourishment and nutrition.","2012-02-15"
"HOME & LIVING","House Beautiful Introduces New Contributor, Gabrielle Hamilton, Owner Of Prune","Brie Dyas","https://www.huffingtonpost.com/entry/house-beautiful-gabrielle-hamilton_us_5b9b551be4b03a1dcc76b30e","Meet Gabrielle Hamilton, owner of New York's Prune restaurant -- and House Beautiful's 2012 Food Columnist (shown here with","2012-02-15"
"STYLE & BEAUTY","Miranda Kerr Walks David Jones Runway Show In Sydney (PHOTOS)","Ellie Krupnick","https://www.huffingtonpost.com/entry/miranda-kerr-david-jones_us_5b9b554ce4b03a1dcc76b5c7","It was her second day in a row at the store, following a special Valentine's Day appearance on Tuesday. Fans waited to meet","2012-02-15"
"DIVORCE","When A Gift Is Not A Gift","Warren R. Shiell, Contributor\nLos Angeles Divorce Attorney","https://www.huffingtonpost.com/entry/when-a-gift-is-not-a-gift_us_5b9b5503e4b03a1dcc76b25c","As a divorce lawyer in California, I hate to rain on your parade, but if you received an expensive diamond necklace from your husband, the law may not treat it as a gift if you ever get divorced.","2012-02-15"
"STYLE & BEAUTY","Would Your Wear Rainbow Hair?: From Our Network","","https://www.huffingtonpost.comhttp://auracolorist.tumblr.com/post/17658883988/alex-tangs-paintedbyme-haircolor-auracolorist","From Color Makes All The Difference: Check out the latest dye job from Aura. Courtesy photo Read more on Color makes all","2012-02-15"
"STYLE & BEAUTY","Fashion Week Fall 2012 Trend Alert, Party Pants: From Our Network","","https://www.huffingtonpost.comhttp://www.shutupilovethat.blogspot.com/2012/02/nyfw-trend-alert-party-pants.html","From Shut Up I Love That: From Suno to Band of Outsiders to J. Crew - there's a print to suit any style. I'm particularly","2012-02-15"
"WEDDINGS","Weddings: How To Have A Glamorous Wedding Like Kate Middleton Or Kim Kardashian","","https://www.huffingtonpost.comhttp://www.thestar.com/living/weddings/article/1131226--weddings-how-to-have-a-glamorous-wedding-like-kate-middleton-or-kim-kardashian","Whether it's envying Kim Kardashian's over-the-top event -- if not the short duration of her matrimonial bliss -- or dreaming","2012-02-15"
"STYLE & BEAUTY","The Real Stars Of New York Fashion Week (Video)","Sarah Leon","https://www.huffingtonpost.com/entry/new-york-fashion-week-fall-2012_us_5b9b554de4b03a1dcc76b614","As New York's Mercedes-Benz Fashion Week winds down, we wanted to take a moment to celebrate the real heroes: the people","2012-02-15"
"WELLNESS","How To Genetically Modify Yogurt To Produce Prozac","Amanda L. Chan","https://www.huffingtonpost.com/entry/yogurt-prozac-genetically-modify-tuur-van-balen_us_5b9b555be4b03a1dcc76b6fd","While getting DNA into a (well-studied, culturable) bacterial cell might be easier than you think, the task of designing","2012-02-15"
"STYLE & BEAUTY","Tavi Gevinson's Wacky Fashion Week Outfit: Love It Or Leave It? (PHOTOS, POLL)","Jessica Misener","https://www.huffingtonpost.com/entry/tavi-fashion-week-2012_us_5b9b5556e4b03a1dcc76b625","Scroll down for more photos. Fashion blogging wunderkind Tavi Gevinson is already a mainstay at the catwalks at age 15 -- she's","2012-02-15"
"STYLE & BEAUTY","Isabelle Adjani, French Actress, Modeled For 'Vogue' Editorial","Sarah Leon","https://www.huffingtonpost.com/entry/isabelle-adjani-french-ac_us_5b9b5557e4b03a1dcc76b63e","Getty Images Take a look out our previous A Look Back photos in the slideshow below. ""A Look Back"" is a daily column that","2012-02-15"
"PARENTING","Snips & Snails vs. Sugar & Spice","Kathy Buckworth, Contributor\nAward winning author of 6 books, spokesperson, media personali...","https://www.huffingtonpost.com/entry/snips-snails-vs-sugar-spi_us_5b9b5557e4b03a1dcc76b64c","Most girls have their spice-to-sugar ratio wildly out of whack when they hit the tween and teen years. And it's the little boys who know how to turn the sugar on.","2012-02-15"
"STYLE & BEAUTY","Matt Damon Fashion Week Appearance Surprises Everyone (PHOTOS)","Ellie Krupnick","https://www.huffingtonpost.com/entry/matt-damon-fashion-week_us_5b9b5538e4b03a1dcc76b56e","Eh, who cares. We'll welcome Damon's cute face back to Fashion Week no matter what. As New York Fashion Week nears its final","2012-02-15"
"WELLNESS","On the Future of Food","Maria Rodale, Contributor\nCEO and Chairman of Rodale, Inc. and book author","https://www.huffingtonpost.com/entry/on-the-future-of-food_us_5b9b5538e4b03a1dcc76b591","You could say it all started with Sir Albert Howard 80 or so years ago. He wrote a book outlining the importance of healthy","2012-02-15"
"TRAVEL","Style Tips From Virgin Atlantic's RUNWAY Magazine (PHOTOS)","Melanie Nayer, Contributor\nHotels insider, Luxury travel reporter","https://www.huffingtonpost.com/entry/virgin-atlantic-runway-magazine_us_5b9b553be4b03a1dcc76b5af","If you've ever sat cramped, in a middle seat in coach, on a red-eye flight, you likely understand the swollen feet, baggy","2012-02-15"
"WEDDINGS","Ask Amsale","Amsale Aberra, Contributor\nBridal Designer, Amsale","https://www.huffingtonpost.com/entry/ask-amsale_us_5b9b5519e4b03a1dcc76b2e4","In this column, I want to hear from you and help you address all of your bridal questions. Submit your questions via Twitter @huffpostwedding, and each week we'll select several inquiries to be answered.","2012-02-15"
"STYLE & BEAUTY","New York Fashion Week 2012: Rodarte Fall 2012 (PHOTOS)","Sarah St. Lifer","https://www.huffingtonpost.com/entry/rodarte-fall-2012_us_5b9b556fe4b03a1dcc76b71e","Who Was There: Natalie Portman, Dakota Fanning, George Lucas, Maria Sharapova, Tavi Gevinson and Rachel Zoe The Skinny: Using","2012-02-15"
"STYLE & BEAUTY","Natalie Portman's Two Beauty Looks: Which Do You Like Best? (POLL)","Dana Oliver","https://www.huffingtonpost.com/entry/natalie-portman-hair_us_5b9b5500e4b03a1dcc76b1d8","Location: Rodarte fall 2012 fashion show in New York City on February 14th, 2012 Look One: The 30-year-old actress and new","2012-02-15"
"STYLE & BEAUTY","New York Fashion Week Fall 2012: Kristin Chenoweth Loves 'Smash,' Shopping At Gap Kids","Sarah Leon","https://www.huffingtonpost.com/entry/kristin-chenoweth-naeem-khan_us_5b9b54fce4b03a1dcc76b141","CELEBRITY RELATED LINKS YOU MAY LOVE: Which Star Is Wearing Liz Taylor's Dress To The MET Gala? - Elle Kim Kardashian Is","2012-02-15"
"WELLNESS","Don't Worry, Drink Coffee: American Heart Month, Day 15","Suzanne O'Malley, Contributor\nAuthor, Screenwriter, Yale University Lecturer","https://www.huffingtonpost.com/entry/american-heart-month_us_5b9b54fce4b03a1dcc76b154","Despite 20 years of reassuring research, many people still avoid caffeinated coffee because they worry about its health effects. But research continues to confirm that -- in moderation -- a few cups a day is safe and even beneficial to heart health.","2012-02-15"
"HOME & LIVING","Buying Guide: Finding A Good Pet Bed For A Dog Or Cat (PHOTOS)","Dickson Wong","https://www.huffingtonpost.com/entry/buying-guide-pet-beds-photos_us_5b9b54ffe4b03a1dcc76b18f","Know the dog bed types. For dogs that enjoy rolling around and sleeping on their backs, a standard large round or square","2012-02-15"
"STYLE & BEAUTY","Olivia Palermo In Rochas: Look Of The Day (PHOTOS)","Brooke Bobb","https://www.huffingtonpost.com/entry/olivia-palermo-rochas_us_5b9b5501e4b03a1dcc76b202","WHO: ""It"" girl Olivia Palermo Getty Images WHAT: Former star of ""The City"" and new face of Rochas perfume, Palermo was out","2012-02-15"
"WEDDINGS","Wedding Teeth: How To Get The Perfect Wedding Smile","Jennifer Lai","https://www.huffingtonpost.com/entry/wedding-teeth-dr-david-ke_us_5b9b54c0e4b03a1dcc76b063","DK: The key to smiling the best, in my opinion, is framing the teeth. It's important to realize that the hair in many respects","2012-02-15"
"HOME & LIVING","How To Be Organized: Cleaning Your Handbag","Stacey Platt and Sarah Hayon, Contributor\nContributor","https://www.huffingtonpost.com/entry/how-to-be-organized-cleaning-handbag_us_5b9b5519e4b03a1dcc76b2ec","Handbags are often a microcosm of one's life in general. The same rules of organization still apply: For more cleaning tips","2012-02-15"
"TRAVEL","Hot For Hollywood","Jetsetter, Contributor\nJetsetter is the go-to brand for travelers with discerning tas...","https://www.huffingtonpost.com/entry/hot-for-hollywood_us_5b9b5519e4b03a1dcc76b302","No Oscar invite? No worries.","2012-02-15"
"STYLE & BEAUTY","Miley Cyrus, Vanessa Hudgens & Demi Lovato Show Off New Adult Hairdos (PHOTOS)","Michelle Manetti","https://www.huffingtonpost.com/entry/miley-cyrus-demi-lovato-vanessa-hudgens-new-hair_us_5b9b55e8e4b03a1dcc76b961","""All y'all are saying it's soooo short! Only cut about an inch & a half off tonight! In total about 5 inches!!! I love it","2012-02-15"
"WELLNESS","Drug That Lets Body Temperature Drop Could Save Stroke Victims","Amanda L. Chan","https://www.huffingtonpost.com/entry/body-temperature-stroke-drug-drop-heart-attack-cold_us_5b9b55e8e4b03a1dcc76b984","During the last decade, a series of studies in The New England Journal of Medicine chronicled the potential benefits of rescuing","2012-02-15"
"FOOD & DRINK","Dinner For Breakfast: How To Refresh Your Leftovers","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/dinner-for-breakfast_us_5b9b55eee4b03a1dcc76b9b3","6. Leftovers from Italian night: You've got leftover meat sauce or meatballs. Turn them into a mini breakfast pizza. Top","2012-02-15"
"STYLE & BEAUTY","Banned Ryanair Ads: Too Much Fuss Over A Little Lingerie? (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/banned-ryanair-ad_us_5b9b55e5e4b03a1dcc76b946","Are the lingerie-themed ads provocative? Sure. Is that worth banning them? We'll let you decide; check out one of them below","2012-02-15"
"DIVORCE","Burch Vs Burch: Is Tory's Ex-Husband Attempting To Rival Her Success With His Own 'Copycat' Fashion Empire?","","https://www.huffingtonpost.comhttp://www.dailymail.co.uk/femail/article-2100746/Burch-vs-Burch-Is-Torys-ex-husband-attempting-rival-success-copycat-fashion-empire.html?ito=feeds-newsxml","Tory Burch may have been surprised to find that her ex-husband had opened a store right down the street from her own boutique","2012-02-15"
"DIVORCE","Divorce Rates For Teen Marriages Revealed","","https://www.huffingtonpost.comhttp://remotecontrol.mtv.com/2012/02/14/divorce-rates-teen-marriages/","Even though we were all holding out hope that Leah and Corey would make it and beat the statistics, the divorce process got","2012-02-15"
"STYLE & BEAUTY","Princess Charlene, Prince Albert Oscars Appearance Would Make Our Day","Ellie Krupnick","https://www.huffingtonpost.com/entry/princess-charlene-prince-albert-oscars_us_5b9b55efe4b03a1dcc76b9bb","Here's a fun intersection of fashion and royalty: Princess Charlene is gunning for an Oscars invite. Fingers crossed Page","2012-02-15"
"WELLNESS","Heart Attack? Nope, Just A Spin Class","","https://www.huffingtonpost.comhttp://bodyodd.msnbc.msn.com/_news/2012/02/14/10409532-heart-attack-nope-just-a-spin-class?ocid=twitter","For anyone who has felt like their heart might explode after a spin class, the truth might not be that far off -- biochemically","2012-02-15"
"WEDDINGS","Should You Take His Name?","","https://www.huffingtonpost.comhttp://www.smh.com.au/lifestyle/life/should-you-take-his-name-20120213-1t1mc.html","You're at a wedding, the vows have been made, rings exchanged and kiss sealed when the celebrant makes the announcement to","2012-02-15"
"DIVORCE","Coping With Divorce: Financial Tips For Women","","https://www.huffingtonpost.comhttp://glenview.patch.com/articles/financial-tips-for-women-in-divorce","Contemplating or beginning the divorce process is an overwhelming time, so its important to get organized. There are many","2012-02-15"
"STYLE & BEAUTY","Zelda Kaplan Collapses At Joanna Mastroianni Fashion Show, Reportedly Dies","Ellie Krupnick","https://www.huffingtonpost.com/entry/zelda-kaplan-collapses-fashion-show_us_5b9b56a1e4b03a1dcc76bda3","The Post is reporting that Kaplan has passed away; we will update this story upon further confirmation. Known for African","2012-02-15"
"WELLNESS","Computer Programs Could Soon Predict Psychiatric Problems In At-Risk Youths","Reuters, Reuters","https://www.huffingtonpost.com/entry/computers-psychiatric-problems-risk_us_5b9b5691e4b03a1dcc76bcb2","Mary Phillips of Pittsburgh University in the United States, who also worked on the study, said since most mental disorders","2012-02-15"
